title,score,id,url,comms_num,created,body,timestamp
TIL in 1900s there was a death row inmates baseball team and their executions were dependent on their performance.,352,bfz5bt,https://nypost.com/2014/09/14/the-death-row-inmates-who-were-forced-to-play-baseball-for-their-lives/,73,1555917276,,4/22/2019 2:14
"TIL that there is a thirty-year-old airline that's never flown called Baltia (US Global) Airlines. For a period of 2 years, because of their mismanaged listing process, they weren't even sure if they were a public or private company",57,bg4rum,https://en.wikipedia.org/wiki/USGlobal_Airways,3,1555953859,,4/22/2019 12:24
"TIL that Steve Williams, Tiger Woods' Caddie until 2011, once wrestled a $7,000 camera from a fan who clicked a picture of Woods during his backswing and threw it into a pond",69,bg3xgs,https://en.wikipedia.org/wiki/Steve_Williams_(caddie),19,1555949571,,4/22/2019 11:12
"TIL Abraham Lincoln never said ""if i knew that i had eight hours to chop a tree down, i would spend the first six sharpening my axe"" - actually, the first variation on this adage first appeared in 1956, on an agricultural education paper, it was credited to an anonymous woodsman.",38,bg67v6,https://www.rd.com/culture/fake-quotes-presidents/,14,1555961150,,4/22/2019 14:25
"TIL Although there is no specialized sensory organ for time, our perception of time nevertheless depends on the rate of change in different sensory modalities. In the absence of sensory input, e.g. under anaesthesia, the sense of time is often lost or impaired.",2078,bftigt,https://royalsocietypublishing.org/doi/full/10.1098/rstb.2012.0473,142,1555880113,,4/21/2019 15:55
"Today I learned that the National Parks and Forests of the USA contain abandoned NASA facilities, mostly graveyards, and a natural slip and slide.",58,bg3zn9,https://www.atlasobscura.com/articles/here-are-17-hidden-spots-inside-americas-national-parks,6,1555949892,,4/22/2019 11:18
"TIL that instead of dropping a ""ball"" on New Years Eve like New York City does, in Atlanta, Georgia they drop a peach.",19,bg8266,https://en.wikipedia.org/wiki/Peach_Drop,19,1555970583,,4/22/2019 17:03
TIL George Lucas' first credit on a film was as the still photographer on a movie called 'Orgy Beach Party' in 1964,24,bg7bqw,https://en.wikipedia.org/wiki/George_Lucas_filmography#Short_films,2,1555966786,,4/22/2019 15:59
TIL In the 1820s sewage was dumped directly into London's river Thames which was also used to supply drinking water.,83,bg26y4,https://wellcomecollection.org/works/qqcx38hr,18,1555940215,,4/22/2019 8:36
"TIL Top Gear's ""tame racing driver"", The Stig, would often eat his lunch in the back of an ambulance to avoid being identified. He would also remain in his racing overalls and helmet throughout the day and would put on a French-like accent when talking.",7907,bfpere,https://en.wikipedia.org/wiki/The_Stig#Anonymity_and_silence,261,1555857251,,4/21/2019 9:34
"TIL in the 1993 World Chess Open, a newcomer under the name ""John von Neumann"" was caught cheating. When questioned by the tournament director, he could not explain basic chess concepts and was disqualified.",13,bg9279,https://en.wikipedia.org/wiki/Cheating_in_chess#Historical,1,1555975953,,4/22/2019 18:32
"TIL that Hokusai, the artist behind the famous 'The Great Wave off Kanagawa', illustrated a series of shunga erotica called 'Dreams of the Fisherman's Wife' which includes vivid depictions of women having sex with octopus. Published in 1814",1029,bfv98m,https://en.wikipedia.org/wiki/The_Dream_of_the_Fisherman%27s_Wife?wprov=sfla1,72,1555890230,,4/21/2019 18:43
"TIL About Robert the Devil, a medieval legend from the 13th century. Robert was the son of the devil, conceived through a satanic pact. He was extremely strong, courageous, and evil before repenting and vowing to conquer hell from his father. He is said to have saved Rome twice after turning good.",32,bg5ie9,https://en.wikipedia.org/wiki/Robert_the_Devil,6,1555957579,,4/22/2019 13:26
TIL Easter is named so after the pre-Christian goddess Eostre who was celebrated at the beginning of spring,12,bg90ge,http://theconversation.com/why-easter-is-called-easter-and-other-little-known-facts-about-the-holiday-75025,3,1555975692,,4/22/2019 18:28
"[TIL] That from 1923 to 1939, the 45th Infantry Division (NG unit with members from OK, NM, CO and AZ) proudly wore a yellow swastika, an ancient Indian symbol of good luck, on a red background. Due to the rise of the Nazis, it was abandoned and a yellow Thunderbird was selected as the new insignia.",14,bg8exb,http://www.45thdivisionmuseum.com/History/SwastikaToThunderbird.html,4,1555972469,,4/22/2019 17:34
TIL Hong Kong has two ages of consent. 16 for sexual activity and 21 for a female receiving anal.,261,bfytdz,https://en.wikipedia.org/wiki/Ages_of_consent_in_Asia#Hong_Kong,34,1555914412,,4/22/2019 1:26
"TIL of Smigus-Dyngus, known as “Wet Monday”, where traditionally on Easter Monday boys throw water over girls and spank them with pussy willow branches and girls do the same to boys.",14,bg8ehv,https://en.wikipedia.org/wiki/Śmigus-dyngus,4,1555972400,,4/22/2019 17:33
"TIL about Father Francis Gleeson, an Army chaplain during WWI. At the Battle of Ypres, among heavy casualties, he tore off the badges that marked him as a non-combatant so he could take command and hold the line.",730,bfvsz5,https://en.wikipedia.org/wiki/Francis_Gleeson_(priest),28,1555893608,,4/21/2019 19:40
"TIL 28% of Sri Lanka's population live on less than 2$ a day, far below poverty.",58,bg2ubz,https://borgenproject.org/why-is-sri-lanka-poor/,10,1555943879,,4/22/2019 9:37
TIL 10% of Americans have never left the state they were born. 40% of Americans have never left the country.,45403,bfnz7f,https://nypost.com/2018/01/11/a-shocking-number-of-americans-never-leave-home/,5498,1555847023,,4/21/2019 6:43
TIL Michelangelo was around 23 years old when he created the Pieta sculpture,729,bfvpuu,https://en.wikipedia.org/wiki/Piet%C3%A0_(Michelangelo),59,1555893068,,4/21/2019 19:31
"TIL that the Monday after Easter is called Dyngus Day by Polish people, and the largest Dyngus Day celebration in the world is held in Buffalo, NY.",70,bg245m,https://www.dyngusday.com/,2,1555939746,,4/22/2019 8:29
"TIL about shot towers, formerly used to produce projectiles for shotguns. Molten lead was dropped from the top of the tower and into a bucket of water at the bottom, and the force from the fall formed spherical shots.",9,bg9g0v,http://wikipedia.org/wiki/Shot_tower,2,1555978114,,4/22/2019 19:08
"TIL that the sun and the moon look to be the same size because the diameter of the sun and moon and the distance to earth both share a 1:400 difference, making them look the same size, this has not been seen with any other planet-moon combination",9287,bfod4q,https://earthsky.org/space/coincidence-that-sun-and-moon-seem-same-size,499,1555850139,,4/21/2019 7:35
"TIL about Ferdinand Cheval, a French postman who spent 33 years of his life building his own palace using stones he collected on his daily mail trips. Although he wanted to be buried in it, the French Government refused, and he spent another 8 years building a mausoleum to complement it.",950,bfuipt,https://en.wikipedia.org/wiki/Ferdinand_Cheval,21,1555885801,,4/21/2019 17:30
"TIL that each year, churches on the Greek Island of Chios celebrate Easter by shooting thousands of rockets at each other",14,bg7b9z,https://www.youtube.com/watch?v=0wdSBP2qaQA,2,1555966717,,4/22/2019 15:58
"TIL Zuul is a genus of herbivorous ankylosaurine dinosaur named after the demon and demi-god Zuul, the Gatekeeper of Gozer, featured in the 1984 film Ghostbusters.",50,bg2o86,https://en.wikipedia.org/wiki/Zuul,7,1555942930,,4/22/2019 9:22
"TIL During the naval battle of the Philippine Sea between USA and Japan, an american submarine launched a torpedo at a Japanese flagship, but the pilot Sakio Komatsu intercepted it by performing a suicide dive, detonating it",32,bg3wgo,https://en.wikipedia.org/wiki/Battle_of_the_Philippine_Sea#Submarine_attacks,1,1555949430,,4/22/2019 11:10
"TIL the Kingdom of Eswatini (also known as Swaziland) has one of the highest rates of citizens being struck by lightening. Between 2000 - 2007 alone, there were 123 victims of lightning related death.",15,bg73bf,https://www.researchgate.net/publication/225725467_Lightning_fatalities_in_Swaziland_2000-2007,5,1555965599,,4/22/2019 15:39
"TIL the first movie in color was made already in 1902, the earliest color moving images ever made pre-dating 'Kinemacolor' by eight years. A British cinematographer, Edward Turner's footage of his children was found in a discovery in The National Media Museum in Bradford.",202,bfytbg,https://www.theguardian.com/film/2012/sep/12/colour-film-1901-earliest-world,3,1555914393,,4/22/2019 1:26
"TIL: That in 2012 antifreeze manufacturers agreed to add bittering agents to antifreeze, in order to prevent children and pets from consuming it.",2672,bfqog4,http://veterinarynews.dvm360.com/antifreeze-manufacturers-agree-add-bittering-agent-make-products-unpalatable-animals-and-humans,133,1555864549,,4/21/2019 11:35
"TIL Baseball Hall of Famer Dave Winfield was drafted by 4 teams in 3 Major League Sports coming out of college in 1973 (MLB: Padres, NBA: Hawks, ABA: Stars, NFL: Vikings)",15,bg6xsw,https://sports.yahoo.com/one-player-four-drafts-the-remarkable-tale-of-dave-winfields-draft-history-170742469.html,3,1555964814,,4/22/2019 15:26
TIL that astronauts actually get 3 percent taller while they are in space.,8,bg96b1,http://www.nasa.gov/mission_pages/station/research/news/spinal_ultrasound.html,2,1555976578,,4/22/2019 18:42
"TIL in 1967, the mayor of Montreal negotiated a secret agreement with Charles de Gaulle for the Eiffel Tower to be dismantled and temporarily relocated to Montreal to serve as a tourist attraction",10,bg8c30,https://en.wikipedia.org/wiki/Eiffel_Tower#Subsequent_events,3,1555972044,,4/22/2019 17:27
"TIL commercial tea manufacturing was stolen from China in 1848 by British East India Company. They sent a Scottish botanist Robert Fortune, disguised as a merchant, to China. He brought back tea seeds, tea leaves, details of manufacturing green, and black teas and 80 Chinese tea workers!",32,bg3uj8,https://youtu.be/ZONUN2MdrOE,5,1555949143,,4/22/2019 11:05
"TIL about the Solar Storm of 1859, causing damage to telegraph systems. A Solar Storm of this magnitude today would cause widespread electrical disruptions, blackouts and damage due to extended outages of the electrical grid. Such a storm entered Earth's orbit in 2012, missing Earth by only 9 days",8,bg8xdu,https://en.wikipedia.org/wiki/Solar_storm_of_1859,2,1555975216,,4/22/2019 18:20
TIL There is a Bristol stool scale to identify your poop,7,bg9d17,https://en.wikipedia.org/wiki/Bristol_stool_scale,1,1555977630,,4/22/2019 19:00
TIL in 2013 a piece of landing gear from one of the 9/11 flights was found wedged between two buildings in NYC.,534,bfvocc,https://www.theguardian.com/world/2013/apr/28/september-11-airplane-part-found-new-york,60,1555892804,,4/21/2019 19:26
"TIL that dogs laugh and it can be used to initiate play, promote pro-social behavior, and decrease stress levels in other dogs. One study showed that playback of this recorded laughter reduced stress-related behaviors, increased tail wagging, initiated ""play-face"", and promoted lip licking fun",30,bg45c4,https://en.wikipedia.org/wiki/Laughter_in_animals#Dogs,1,1555950711,,4/22/2019 11:31
"TIL that during the filming of Jackass 3D, Johnny Knoxville, Jeff Tremaine, and the rest of the crew banned beer from the set to help Steve-O maintain his sobriety.",59567,bfn761,https://www.miaminewtimes.com/arts/johnny-knoxville-talks-jackass-3-d-testicles-and-a-cuban-tarzan-6486680,1292,1555839630,,4/21/2019 4:40
"TIL 2,153 billionaires around the world hold about US$8.7 trillion, that makes them the 3rd biggest GDP ""country"" in the world after china.",35,bg30t7,https://en.wikipedia.org/wiki/The_World's_Billionaires,14,1555944849,,4/22/2019 9:54
"TIL Sham Ennessim, a holiday celebrated on the same day as Orthodox Christian Easter, is celebrated also by all Egyptians since 2700 BC till now. Next one is on the 29th of April when Egyptians go outdoors, color eggs, and eat salted fish.",13,bg668s,https://www.officeholidays.com/countries/egypt/sham_el_nessim.php,1,1555960927,,4/22/2019 14:22
"TIL in the 1850's that due to mercury poisoning from taking ""blue masses,"" Abraham Lincoln was known to have bouts of jumping up suddenly and running out of his house, as well as suddenly bursting out into laughter.",206,bfy1f9,http://time.com/4711887/bill-clinton-didnt-inhale-marijuana-anniversary/,16,1555908079,,4/21/2019 23:41
"TIL The English language used to have six more letters: thorn (þ), eth (ð), wynn (ƿ), yogh (ȝ), ash (æ), and ethel (œ). They all disappeared by the 15th century.",5947,bfnxb1,https://en.wikipedia.org/wiki/English_alphabet#Modern_English,398,1555846570,,4/21/2019 6:36
"TIL about the Shit Museum, a museum dedicated to cow shit from cows creating milk for Italian Grana Padano cheese",7,bg8e26,https://en.wikipedia.org/wiki/Shit_Museum,1,1555972335,,4/22/2019 17:32
"TIL that common everyday words such as Fart, Bra, Kiss and ahem Slut (among others) have a much more wholesome Scandinavian meaning.",35,bg29ho,https://www.scandikitchen.co.uk/ten-scandinavian-words-that-mean-something-a-bit-different-in-english/,4,1555940637,,4/22/2019 8:43
TIL The 15th century Queen of France named Anne left instructions in her will for her heart to be cut out & put in a golden heart casket & that's where it's been for 500 years. For the last 130 yrs it's been on display at Thomas-Dobrée Museum until it was stolen in 2018. It has since been recovered,373,bfvmxx,https://www.atlasobscura.com/articles/anne-of-brittany-gold-heart-stolen-nantes,24,1555892555,,4/21/2019 19:22
TIL The 1950 FIFA World Cup is the only FIFA World Cup that didn't have a final.,8,bg6lbv,https://en.wikipedia.org/wiki/1950_FIFA_World_Cup,2,1555963053,,4/22/2019 14:57
TIL the world’s fastest soccer player is Arjen Robben at 37 kmh (23 mph). He did this with the ball under control and after 80 min of play and scored at the end of the run. At that pace he’d run 100 m in 10.28 seconds.,117,bfysve,http://www.espn.com.au/football/fifa-world-cup/story/1888364/arjen-robben-of-netherlands-becomes-worlds-fastest-player?src=com,21,1555914284,,4/22/2019 1:24
"TIL cats can receive a blood transfusion using canine blood once in their lives, which can be life saving.",161,bfxtua,https://www.ncbi.nlm.nih.gov/m/pubmed/22983454/,22,1555906501,,4/21/2019 23:15
"TIL of Gyo Fujikawa, an illustrator who was an earliest mainstream illustrator who included children of many races into her picture books (which has become a common practice today).",196,bfx2gh,https://en.wikipedia.org/wiki/Gyo_Fujikawa,6,1555901507,,4/21/2019 21:51
TIL: Hypervelocity stars (designated as HVS or HV in stellar catalogues) are stars with velocities that deviate substantially from the normal velocity of stars in a galaxy.,47,bg0ok7,https://en.wikipedia.org/wiki/Stellar_kinematics,1,1555930472,,4/22/2019 5:54
TIL Bananas are going extinct due to a untreatable fungus breakout that's spreading around the world,1034,bfrj6b,https://nypost.com/2018/07/06/bananas-are-facing-extinction/,118,1555869193,,4/21/2019 12:53
"TIL The Rocky Mountain locust, which once had a swarm in 1875 larger in size than the area of California, went extinct only 30 years later.",274,bfvxrn,https://en.wikipedia.org/wiki/Rocky_Mountain_locust,17,1555894417,,4/21/2019 19:53
"TIL Before becoming a movie star, Bruce Lee was Hong Kong’s Cha Cha champion. Lee would trade dance lessons for martial arts lessons and his first job in the United States was as a ballroom dance instructor.",417,bfug0a,https://sayitaintsosa.com/2016/04/18/bruce-lee-dance-champion/,3,1555885373,,4/21/2019 17:22
"TIL in the 1930's the owner of Dorney Park (Allentown, PA) built a house for his wife under the first hill of his roller coaster in order to drive her toward divorce.",21,bg2w9d,https://en.wikipedia.org/wiki/Dorney_Park_%26_Wildwater_Kingdom#Ownership,2,1555944166,,4/22/2019 9:42
TIL that some forms of oxygen are toxic to cells and may produce a significant amount of the cellular injury we associate with aging. The same thing essential to most life makes it fade away.,17,bg3pou,https://www.uccs.edu/Documents/rmelamed/harman_1956_13332224.pdf,15,1555948487,,4/22/2019 10:54
TIL that cold and flu viruses aren't usually transmitted via saliva.,57,bfzo2u,https://www.nytimes.com/2004/12/07/health/science/q-a-passing-on-a-cold.html,7,1555921928,,4/22/2019 3:32
TIL that the Future Prince of Liechtenstein will be the first heir to the deposed Catholic British Monarchy born in Britain since it was deposed,7,bg5v8c,https://en.wikipedia.org/wiki/Prince_Joseph_Wenzel_of_Liechtenstein#Royal_House_of_Stuart,6,1555959395,,4/22/2019 13:56
TIL China is the biggest exporter of honey in the world.,31,bg0ya8,http://www.worldstopexports.com/natural-honey-exporters/,29,1555932404,,4/22/2019 6:26
"TIL that Daimler-Benz initially saw little market for G-class in US, so a small company Europa Motors did the certification and crash tests, and popularized it as an upmarket SUV. Once sales in US exploded, MB had to buy back the distribution rights in US.",9,bg4tpc,https://www.autotrader.com/car-news/heres-how-mercedes-benz-g-wagen-got-around-25-year-281474979839166,1,1555954120,,4/22/2019 12:28
"TIL: Not all spiders have eight eyes! They can have two, four, six or the 'traditional' eight eyes, and one way of classifying them is by the number of eyes they have!",3,bg9cmh,http://scienceline.ucsb.edu/getkey.php?key=3238,3,1555977568,,4/22/2019 18:59
TIL the first recorded mention of mooning was a 1st century soldier baring his buttocks and farting in the general direction of a group of Jews celebrating Passover.,185,bfw9a0,https://slate.com/culture/2012/06/mooning-a-history-when-did-people-start-baring-their-butts-as-an-insult.html,18,1555896387,,4/21/2019 20:26
"TIL that injections of malaria were used to treat patients of syphilis, manic depressive disorder, schizophrenia and HIV across the course of the 20th century, resulting in the deaths of up to 13% of those who were subject to 'malariotherapy'.",13,bg3rx5,http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822014000200260,4,1555948799,,4/22/2019 10:59
TIL Six of the warmest ten years in Ireland have occurred since 1990.,5,bg6qwu,https://www.epa.ie/climate/communicatingclimatescience/whatisclimatechange/whatimpactwillclimatechangehaveforireland/,2,1555963851,,4/22/2019 15:10
"TIL there is a thought experiment in physics, which is based on the well established ""Many Worlds Theory"". The experiment, if right, means that you can never die because only the living you would be conscious to be aware that you are living. In essence, it means that you are immortal.",100,bfxn54,https://en.wikipedia.org/wiki/Quantum_suicide_and_immortality,73,1555905235,,4/21/2019 22:53
"TIL Conductors are a necessary part of an orchestra. Their movements predicted the movements of their violinists, and a veteran conductor produces more aesthetically pleasing music than an amateur.",9,bg5xvz,https://www.npr.org/sections/deceptivecadence/2012/11/27/165677915/do-orchestras-really-need-conductors,8,1555959759,,4/22/2019 14:02
TIL Max C. Freedman wrote Rock Around the Clock when he was 59 years old,8,bg4rf4,https://en.wikipedia.org/wiki/Max_C._Freedman,2,1555953798,,4/22/2019 12:23
"TIL that tennis star, John Patrick McEnroe's youngest brother's name is Patrick John McEnroe",7,bg5svg,https://en.wikipedia.org/wiki/Patrick_McEnroe,2,1555959068,,4/22/2019 13:51
TIL that penguins and other marine birds have a supraorbital gland above their eye socket that breaks down sodium in their bloodstream. Which allows them to remove salt from saltwater and make it fresh water for them to survive.,966,bfpsgz,https://en.wikipedia.org/wiki/Supraorbital_gland,40,1555859492,,4/21/2019 10:11
"TIL Charles Bronson's, one of the toughest men in Hollywood, was so poor growing up that at one time he had to wear his sister's dress to school for lack of clothing.",2470,bfne0e,https://en.wikipedia.org/wiki/Charles_Bronson,108,1555841543,,4/21/2019 5:12
TIL Border Collies are so smart that they can herd sheep with such precision as to be able to make art with them.,52,bfyyba,https://youtu.be/xWKzYGhs8BE,5,1555915604,,4/22/2019 1:46
TIL 1981 Cadillac Eldorados were fitted with a metal plate under the driver's seat to fix a balancing problem. This saved mob associate Frank Rosenthal's life when the plate shielded him from the force of a car bomb exploding under his Eldorado.,1594,bfo7jr,https://en.wikipedia.org/wiki/Frank_Rosenthal#Later_years_and_death,53,1555848931,,4/21/2019 7:15
"TIL about a charity in the UK ‘adopting’ red phone boxes, removing the phone and installing lifesaving defibrillators instead.",4812,bfm285,https://www.communityheartbeat.org.uk/adopt-kiosk,174,1555828399,,4/21/2019 1:33
TIL February use to be the last month of the year,2,bg9cu9,https://en.wikipedia.org/wiki/February,2,1555977603,,4/22/2019 19:00
TIL The record for the longest period without sleep is 11 days.,34,bfzp6h,https://en.wikipedia.org/wiki/Randy_Gardner_(record_holder),18,1555922226,,4/22/2019 3:37
"TIL that breathing 100% pure oxygen for more than 16 hours can lead to irreversible lung damage, damage to the retinas, and eventually, death.",9373,bfl1q6,https://www.sciencefocus.com/the-human-body/why-does-breathing-pure-oxygen-kill-you/,589,1555819991,,4/20/2019 23:13
"TIL that Pol Pot and the Khmer Rouge retained their UN seat until 1982, this was after the torture and genocide of an estimated 2-3 million people in their native Cambodia. Western forces refused to recognise the new Cambodian government becuase the country had been liberated by Vietnamese forces.",78,bfxqf0,http://www.historyplace.com/pointsofview/kiernan.htm,7,1555905850,,4/21/2019 23:04
"TIL about the War of the Ass, a 13th century conflict fought over the ownership of a donkey.",26,bg03od,https://en.wikipedia.org/wiki/War_of_the_Ass,4,1555925684,,4/22/2019 4:34
TIL about Raiders of The Lost Ark: The Adaptation a shot for shot remake of the original 1981 Indiana Jones adventure,8,bg3a94,https://www.nytimes.com/2016/06/12/movies/raiders-of-the-lost-ark-remake-documentary.html,2,1555946247,,4/22/2019 10:17
TIL musical icon Prince was a fantastic bowler who could 'throw a strike at will' and wore knee-high furry boots while he was playing,223,bftnji,https://themalestrom.com/interviews/picturing-prince-steve-parke-exhibition/,23,1555880878,,4/21/2019 16:07
TIL whales can drink sea water thanks to their strong kidneys,128,bfvfdt,http://scienceline.ucsb.edu/getkey.php?key=19,18,1555891286,,4/21/2019 19:01
TIL - dried currents are actually dried seedless grapes 'Black Corinth',4,bg4v9p,https://en.wikipedia.org/wiki/Zante_currant,4,1555954336,,4/22/2019 12:32
"TIL that Naspers, a South African company, owns a 31% stake in Tencent valued at over $175 billion. It bought the stake in 2001 for only $32 million.",206,bftivi,https://en.wikipedia.org/wiki/Naspers#Tencent_investment,9,1555880173,,4/21/2019 15:56
TIL Once Spider-Man gave Mary Jane cancer through his radioactive sperm,121,bfv9gr,https://www.toplessrobot.com/2008/11/the_12_dumbest_spiderman_stories_ever_besides_the.php,19,1555890269,,4/21/2019 18:44
TIL: The first time The Beatles ever got into the newspaper was because John Lennon beat up a disk jockey who asked him “How was you honeymoon with Brian Epstein” which was their manager.,104,bfvhj5,https://www.beatlesbible.com/1963/06/18/paul-mccartneys-21st-birthday-party/,13,1555891654,,4/21/2019 19:07
"TIL That Joseph Kony, of KONY 2012 notoriety and responsible for child soldiers and sex slaves, is no longer sought after by the United States or Uganda Governments.",85,bfw4sz,https://en.wikipedia.org/wiki/Joseph_Kony,35,1555895626,,4/21/2019 20:13
"TIL Former Canadian Prime Minister Joe Clark was punched in the face by a stranger who called him by name while walking in Montreal. Clark had declined RCMP protection, available to all former prime ministers, after he left politics",30,bfyumh,https://o.canada.com/news/security-breach-should-be-a-wake-up-call-for-rcmp-says-expert,4,1555914707,,4/22/2019 1:31
"TIL in history Pope Innocent III ordered the Albigensian Crusade against Cathar Christians in Southern France. Cathar property was seized, entire towns burned, inhabitants slaughtered, and the Medieval Inquisition launched.",30,bfyo1b,https://en.wikipedia.org/wiki/Albigensian_Crusade?wprov=sfla1,10,1555913183,,4/22/2019 1:06
"TIL that The King's School, a day and boarding school in Canterbury, Kent, England is the oldest continuously operating school in the world. It was founded in 597 AD by Augustine of Canterbury a century after the Fall of the Roman Empire in the West as a medieval cathedral school.",1460,bfn2wq,"https://en.wikipedia.org/wiki/The_King%27s_School,_Canterbury",61,1555838406,,4/21/2019 4:20
